BOOK_ID	FILENAME	LIBRARIES	TITLE	AUTH_LAST	AUTH_FIRST	AUTH_ID	WRITTEN_AS	PUBL_CITY	PUBLISHER	PUBL_DATE	SOURCE	NATIONALITY	GENRE	CLEAN?	GENRE_2	BESTSELLER?	paperId	year
uc2.ark+=13960=t93777x7n	uc2.ark+=13960=t93777x7n.txt		The suicide club	Stevenson	['Robert', 'Louis']					1894	hathi_fulltext						uc2.ark+=13960=t93777x7n	1894
20357	00020357.txt	254.0	The seventeen widows of Sans Souci	Armstrong	Charlotte	A_00084		New York	Coward-McCann	1959	k	American		c			20357	1959
20716	00020716.txt	130.0	The by-pass control	Spillane	Mickey	A_03223		New York	E.P. Dutton	1966	k	American	DET	c			20716	1966
loc.ark+=13960=t6g16g23j	loc.ark+=13960=t6g16g23j.txt		Miss Heck's Thanksgiving party	Munsell	['Ida', 'Hamilton', 'from', 'old', 'catalog']					1895	hathi_fulltext						loc.ark+=13960=t6g16g23j	1895
21368	00021368.txt	581.0	Streets of death	Linington	Elizabeth	A_02086	1.0	New York	Morrow	1976	k	American		c			21368	1976
1130	00001130.txt	127.0	Tom Sawyer abroad	Twain	Mark	A_03428		New York	Charles L. Webster & Co.	1894	g	American	REAL	c			1130	1894
mdp.39015020137553	mdp.39015020137553.txt		Before the dawn	Kagawa	['Toyohiko']					1924	extracted_features						mdp.39015020137553	1924
pst.000057481852	pst.000057481852.txt		The Horace Mann readers	Hervey	['Walter', 'Lowrie']					1908	hathi_fulltext						pst.000057481852	1908
nyp.33433074873369	nyp.33433074873369.txt		The twenty-first burr	Lauriston	['Victor']					1922	hathi_fulltext						nyp.33433074873369	1922
20711	00020711.txt	181.0	To the precipice	Rossner	Judith	A_02978		New York	W. Morrow	1966	k	American		c			20711	1966
20234	00020234.txt	37.0	Time for the stars	Heinlein	Robert A.	A_01615		New York	Ace Books	1956	k	American	SCI	c			20234	1956
uc1.b4582866	uc1.b4582866.txt		The feast of Saint Barnabas	Ford	['Jesse', 'Hill']					1969	extracted_features						uc1.b4582866	1969
uc2.ark+=13960=t92808z2g	uc2.ark+=13960=t92808z2g.txt		A twentieth-century hero	OBrien	['Georgina']					1913	hathi_fulltext						uc2.ark+=13960=t92808z2g	1913
11080	00011080.txt	996.0	The building of Jalna	De la Roche	Mazo	A_00892		Boston	"""Little, Brown, & Co."""	1944	k	Canadian					11080	1944
2434	00002434.txt	91.0	The wings of the morning	Tracy	Louis	A_03406		New York	Grosset & Dunlap	1903	g	American					2434	1903
mdp.39015030727146	mdp.39015030727146.txt		A talent for loving; or, The great cowboy race, a novel	Condon	['Richard']					1961	extracted_features						mdp.39015030727146	1961
21139	00021139.txt	538.0	No holiday for crime	Linington	Elizabeth	A_02086	1.0	New York	Morrow	1973	k	American	DET	c			21139	1973
11882	00011882.txt	15.0	The March Hare murders	MacTaggart	Morna Doris	A_02200	1.0	Garden City/N.Y.	"""Doubleday, Page & Co."""	1949	k	British		c			11882	1949
1291	00001291.txt	197.0	Madelon	Freeman	Mary Eleanor Wilkins	A_01254		New York	Harper & Bros.	1896	g	American		c			1291	1896
20067	00020067.txt	40.0	Angle of attack	Landon	Joseph	A_01981		Garden City/N.Y.	"""Doubleday, Page & Co."""	1952	k	American		c			20067	1952
nyp.33433074968359	nyp.33433074968359.txt		The other Mr. Barclay	Dodge	['Henry', 'Irving']					1906	hathi_fulltext						nyp.33433074968359	1906
nyp.33433076079767	nyp.33433076079767.txt		The state's scandal : a political story based upon various actual municipal and state occurrences --- romance and tragedy playing vital parts	Hutcheson	['Carl', 'Franklin']					1916	hathi_fulltext						nyp.33433076079767	1916
3042	00003042.txt	61.0	The wooing of Calvin Parks	Richards	Laura Elizabeth Howe	A_02895		Boston	Dana Estes & Co.	1908	g	American					3042	1908
20110	00020110.txt	130.0	The bridges at Toko-ri	Michener	James A.	A_02394		New York	Fawcett Crest	1953	k	American	ADV				20110	1953
1346	00001346.txt	84.0	The Jucklins	Read	Opie Percival	A_02858		Chicago	Laird & Lee	1896	g	American					1346	1896
mdp.39015062996734	mdp.39015062996734.txt		Long Will	Converse	['Florence']					1903	extracted_features						mdp.39015062996734	1903
mdp.39015063964640	mdp.39015063964640.txt		The epic of Saul	Wilkinson	['William', 'Cleaver']					1890	hathi_fulltext						mdp.39015063964640	1890
3462	00003462.txt	30.0	The Gods of Mars	Burroughs	Edgar Rice	A_00493		New York	Ballantine Books	1912	g	American	FANT	c			3462	1912
20602	00020602.txt	937.0	The defense	Nabokov	Vladimir Vladimirovich	A_02524		New York	Popular Library	1964	k	American	POMO	c			20602	1964
3799	00003799.txt	61.0	The rim of the desert	Anderson	Ada Woodruff	A_00067		Boston	"""Little, Brown & Co."""	1915	g	American					3799	1915
10478	00010478.txt	55.0	They shoot horses: don't they?	McCoy	Horace	A_02313		New York	Simon & Schuster	1935	k	American	ADV	c			10478	1935
uc1.$b276983	uc1.$b276983.txt		Roping lions in the Grand canyon	Grey	['Zane']					1924	extracted_features						uc1.$b276983	1924
nyp.33433043248982	nyp.33433043248982.txt		The school team in camp	Gilchrist	['Beth', 'Bradford']					1909	hathi_fulltext						nyp.33433043248982	1909
957	00000957.txt	38.0	Donald and Dorothy	Dodge	Mary Mapes	A_00963		New York	Century	1893	g	American	ROM				957	1893
uc1.$b245089	uc1.$b245089.txt		Firecrackers ; a realistic novel	Van	['Vechten', 'Carl']					1925	extracted_features						uc1.$b245089	1925
nyp.33433074892948	nyp.33433074892948.txt		A daughter of France	Maud	['Constance', 'Elizabeth']					1909	hathi_fulltext						nyp.33433074892948	1909
wu.89099785099	wu.89099785099.txt		Chains of shadows : a romance of Judas Iscariot	Sanders	['J', 'H', 'Jack', 'Howard']					1943	extracted_features						wu.89099785099	1943
3255	00003255.txt	296.0	The finer grain	James	Henry	A_01780		New York	Charles Scribner's Sons	1910	g	American		c			3255	1910
pst.000005836505	pst.000005836505.txt		Tiger! Tiger!	Bazé	['William']					1957	extracted_features						pst.000005836505	1957
22171	00022171.txt	355.0	Kill your darlings	Collins	Max Allan	A_00704		New York	Walker	1984	k	American		c			22171	1984
uva.x030826092	uva.x030826092.txt		Brother and sister's vacation	Lawrence	['Josephine']					1921	hathi_fulltext						uva.x030826092	1921
uc1.b4055565	uc1.b4055565.txt		Pebbles from my skull	Hood	['Stuart', 'Clink']					1963	extracted_features						uc1.b4055565	1963
11747	00011747.txt	671.0	Earth and high heaven	Graham	Gwethalyn	A_01425		Philadelphia	J.B. Lippincott Co.	1944	k	Canadian				YES	11747	1944
uc2.ark+=13960=t8cf9p47r	uc2.ark+=13960=t8cf9p47r.txt		Opera stories from Wagner;	Akin	['Florence']					1915	hathi_fulltext						uc2.ark+=13960=t8cf9p47r	1915
mdp.39015033871693	mdp.39015033871693.txt		The horn of time	Anderson	['Poul']					1968	extracted_features						mdp.39015033871693	1968
uiuo.ark+=13960=t0js9xt9c	uiuo.ark+=13960=t0js9xt9c.txt		Life the accuser	Brooke	['Emma']					1896	hathi_fulltext						uiuo.ark+=13960=t0js9xt9c	1896
10585	00010585.txt	28.0	The footprints on the ceiling	Rawson	Clayton	A_02853		New York	G.P. Putnam's Sons	1939	k	American					10585	1939
uc2.ark+=13960=t39021716	uc2.ark+=13960=t39021716.txt		The heart of the doctor	Foster	['Mabel', 'G']					1902	hathi_fulltext						uc2.ark+=13960=t39021716	1902
2945	00002945.txt	29.0	Ungava Bob	Wallace	Dillon	A_03492		Chicago/New York	etc. F.H. Revell Co.	1907	g	American					2945	1907
11566	00011566.txt	29.0	National provincial	Cooper	Lettice Ulpha	A_00742		New York	Macmillan Co.	1938	k	British					11566	1938
mdp.39015001619207	mdp.39015001619207.txt		Winter orchard, and other stories	Johnson	['Josephine', 'Winslow']					1935	extracted_features						mdp.39015001619207	1935
10238	00010238.txt	459.0	Manhattan transfer	Dos Passos	John	A_00982		New York/London	Harper & Bros.	1925	k	American	MOD	c			10238	1925
11884	00011884.txt	13.0	The storm breaks	Gask	Arthur	A_01318		London	Herbert Jenkins	1949	k	Australian		c			11884	1949
mdp.39015005095529	mdp.39015005095529.txt		And no man's wit	Macaulay	['Rose', 'Dame']					1940	extracted_features						mdp.39015005095529	1940
20549	00020549.txt	218.0	Ten plus one	McBain	Ed	A_02291		New York	Simon & Schuster	1963	k	American		c			20549	1963
22196	00022196.txt	1348.0	Jerusalem Inn	Grimes	Martha	A_01468		Boston	"""Little, Brown"""	1984	k	American		c			22196	1984
uc1.32106014501446	uc1.32106014501446.txt		The Salzburg tales	Stead	['Christina']					1934	extracted_features						uc1.32106014501446	1934
11313	00011313.txt	15.0	Fire below	Mercer	Cecil William	A_02371	1.0	London	Hodder & Stoughton Ltd.	1930	k	British					11313	1930
uc2.ark+=13960=t6g16345v	uc2.ark+=13960=t6g16345v.txt		The children of the valley	Spofford	['Harriet', 'Elizabeth', 'Prescott', 'Mrs']					1901	hathi_fulltext						uc2.ark+=13960=t6g16345v	1901
mdp.39015063974961	mdp.39015063974961.txt		A gentleman of France; being the memoirs of Gaston de Bonne, Sieur de Marsac	Weyman	['Stanley', 'John']					1900	hathi_fulltext						mdp.39015063974961	1900
4310	00004310.txt	34.0	Eneas Africanus	Edwards	Harry Stillwell	A_01058		Ga.	J.W. Burke Co.	1919	g	American					4310	1919
10247	00010247.txt	326.0	Firecrackers	Van Vechten	Carl	A_03456		New York	Alfred A. Knopf	1925	k	American	MOD				10247	1925
uc1.b3324566	uc1.b3324566.txt		The quest of the golden girl : a romance	Le	['Gallienne', 'Richard']					1896	hathi_fulltext						uc1.b3324566	1896
11752	00011752.txt	956.0	The razor's edge	Maugham	W. Somerset	A_02277		Garden City/New York	George H. Doran Co.	1944	k	British	MOD			YES	11752	1944
uc1.$b87076	uc1.$b87076.txt		This side of innocence	Caldwell	['Taylor']					1946	extracted_features						uc1.$b87076	1946
21582	00021582.txt	204.0	Dress gray	Truscott	Lucian K.	A_03418		Garden City/N.Y.	"""Doubleday, Page & Co."""	1978	k	American		c			21582	1978
23590	00023590.txt	1726.0	Hotel du Lac	Brookner	Anita	A_00405		New York	Pantheon Books	1984	k	British		c			23590	1984
11299	00011299.txt	109.0	The aloe	Mansfield	Katherine	A_02228		London	Constable & Co. Ltd.	1930	k	New Zealand	MOD				11299	1930
11909	00011909.txt	397.0	The quiet light	De Wohl	Louis	A_00897		Philadelphia	Lippincott	1950	k	British		c			11909	1950
2230	00002230.txt	30.0	The Cromptons	Holmes	Mary Jane	A_01681		New York	G.W. Dillingham Co.	1902	g	American					2230	1902
10282	00010282.txt	59.0	Ladies almanack	Barnes	Djuna	A_00167		Paris	"""Printed for the author : Sold by Edward W. Titus, Impr. Darantiere"""	1928	k	American	MOD	c			10282	1928
11476	00011476.txt	29.0	Odd John	Stapledon	Olaf	A_03232		London	"""Methuen & Co. , 36 Essex Street Str& W.C.2"""	1935	k	British					11476	1935
nyp.33433074890116	nyp.33433074890116.txt		Vivien	Maxwell	['W', 'B', 'William', 'Babington']					1905	hathi_fulltext						nyp.33433074890116	1905
nyp.33433075757108	nyp.33433075757108.txt		A question of marriage	Vaizey	['George', 'de', 'Horne', 'Mrs']					1911	hathi_fulltext						nyp.33433075757108	1911
22238	00022238.txt	860.0	The brotherhood of the rose	Morrell	David	A_02476		New York	St. Martin's/Marek	1984	k	American		c			22238	1984
loc.ark+=13960=t39z9h42f	loc.ark+=13960=t39z9h42f.txt		Untold tales of California;	Filcher	['Joseph', 'Adams', 'from', 'old', 'catalog']					1903	hathi_fulltext						loc.ark+=13960=t39z9h42f	1903
uc1.$b28972	uc1.$b28972.txt		Bennie Brighton	Eldredge	['Anna', 'Wayne']					1923	extracted_features						uc1.$b28972	1923
20346	00020346.txt	212.0	Flash and filigree	Southern	Terry	A_03207		New York	Coward-McCann	1958	k	American		c			20346	1958
mdp.39015000099120	mdp.39015000099120.txt		War and peace; the Maude translation, backgrounds and sources [and] essays in criticism	Tolstoy	['Leo', 'graf']					1910	extracted_features						mdp.39015000099120	1910
11713	00011713.txt	30.0	The corpse with the eerie eye	Walling	R. A. J.	A_03499		New York	Morrow	1942	k	British					11713	1942
coo.31924022189413	coo.31924022189413.txt		The James boys in No Man's Land; or, The bandit king's last ride	Stevens	['D', 'W']					1891	extracted_features						coo.31924022189413	1891
10439	00010439.txt	88.0	The thin man	Hammett	Dashiell	A_01524		New York	Grosset & Dunlap	1934	k	American	DET	c			10439	1934
20013	00020013.txt	31.0	The blind spot	Hall	Austin	A_01500		Philadelphia/Pa.	: Prime Press	1951	k	American		c			20013	1951
20839	00020839.txt	115.0	Darkest hour	Nielsen	Helen	A_02556		New York	Morrow	1969	k	American		c			20839	1969
23508	00023508.txt	1188.0	The golden notebook	Lessing	Doris	A_02050		New York	Simon & Schuster	1962	k	British		c			23508	1962
uc1.b3294861	uc1.b3294861.txt		Laurel for Judy	Jacobs	['Helen', 'Hull']					1945	extracted_features						uc1.b3294861	1945
23530	00023530.txt	488.0	The lotus caves	Youd	Sam	A_03743	1.0	New York	Macmillan Co.	1969	k	British		c			23530	1969
11778	00011778.txt	177.0	That hideous strength	Lewis	C. S.	A_02058		London	Bodley Head	1945	k	British		c			11778	1945
uc2.ark+=13960=t6g15vp48	uc2.ark+=13960=t6g15vp48.txt		A lost hero	Phelps	['E', 'Stuart', 'Elizabeth', 'Stuart']					1891	hathi_fulltext						uc2.ark+=13960=t6g15vp48	1891
4638	00004638.txt	339.0	In the days of Poor Richard	Bacheller	Irving	A_00117		Indianapolis	Bobbs-Merrill Co.	1922	g	American					4638	1922
10090	00010090.txt	34.0	Brigands of the moon	Cummings	Ray	A_00806		New York	Ace Books	1931	g	American		c			10090	1931
4412	00004412.txt	173.0	Domnei	Cabell	James Branch	A_00511		New York	McBride	1920	g	American					4412	1920
21089	00021089.txt	386.0	Great Jones Street	DeLillo	Don	A_00907		Boston	Houghton Mifflin Co.	1973	k	American	POMO	c			21089	1973
mdp.39015050916611	mdp.39015050916611.txt		The Trojan horse	Innes	['Hammond']					1940	extracted_features						mdp.39015050916611	1940
mdp.39015063891116	mdp.39015063891116.txt		The affair of the scarlet crab	Knight	['Clifford']					1937	extracted_features						mdp.39015063891116	1937
uc2.ark+=13960=t51g0nd7x	uc2.ark+=13960=t51g0nd7x.txt		Animal episodes and studies in sensation	Powell	['G', 'H', 'George', 'Herbert']					1896	hathi_fulltext						uc2.ark+=13960=t51g0nd7x	1896
mdp.39015070219186	mdp.39015070219186.txt		Coos texts	Frachtenberg	['Leo', 'Joachim']					1913	hathi_fulltext						mdp.39015070219186	1913
uc1.b4082469	uc1.b4082469.txt		Armour wherein he trusted	Webb	['Mary', 'Gladys', 'Meredith']					1927	extracted_features						uc1.b4082469	1927
10264	00010264.txt	106.0	Jarnegan	Tully	Jim	A_03422		New York	Albert & Charles Boni	1926	k	American					10264	1926
11113	00011113.txt	79.0	Michael's evil deeds	Oppenheim	E. Phillips	A_02612		Boston	"""Little, Brown & Co."""	1923	k	British		c			11113	1923
wu.89031178072	wu.89031178072.txt		Tales of the long bow	Chesterton	['G', 'K', 'Gilbert', 'Keith']					1925	extracted_features						wu.89031178072	1925
uc1.32106010992524	uc1.32106010992524.txt		The Cossacks	Tolstoy	['Leo', 'graf']					1910	extracted_features						uc1.32106010992524	1910
20760	00020760.txt	1035.0	Death kit	Sontag	Susan	A_03206		New York	"""Farrar, Straus & Giroux"""	1967	k	American	POMO	c			20760	1967
njp.32101068142320	njp.32101068142320.txt		Mrs. Radigan : her biography with that of Miss Pearl Veal, and the memoirs of J. Madison Mudison	Lloyd	['Nelson']					1905	hathi_fulltext						njp.32101068142320	1905
20953	00020953.txt	1517.0	Grendel	Gardner	John	A_01303		New York	Alfred A. Knopf	1971	k	American	POMO	c			20953	1971
mdp.39015063945482	mdp.39015063945482.txt		The weavers, a tale of England and Egypt of fifty years ago	Parker	['Gilbert', 'Sir']					1907	hathi_fulltext						mdp.39015063945482	1907
mdp.39015000636293	mdp.39015000636293.txt		Model memoirs and other sketches from simple to serious	Leacock	['Stephen']					1938	extracted_features						mdp.39015000636293	1938
uc1.32106011767883	uc1.32106011767883.txt		The precipice	Goncharov	['Ivan', 'Aleksandrovich']					1891	extracted_features						uc1.32106011767883	1891
4593	00004593.txt	28.0	The education of Eric Lane	McKenna	Stephen	A_02344		New York	George H. Doran Co.	1921	g	English		c			4593	1921
4138	00004138.txt	242.0	King Coal	Sinclair	Upton	A_03151		New York	Macmillan Co.	1917	g	American	REAL	c	NAT		4138	1917
uc1.$b105669	uc1.$b105669.txt		The tavern	Steen	['Marguerite']					1935	extracted_features						uc1.$b105669	1935
uc1.b3579209	uc1.b3579209.txt		Confessions of a detective	Lewis	['Alfred', 'Henry']					1906	hathi_fulltext						uc1.b3579209	1906
10815	00010815.txt	83.0	Nightmare alley	Gresham	William Lindsay	A_01460		New York	"""Rinehart & Co., Inc."""	1946	k	American		c			10815	1946
4520	00004520.txt	28.0	The seventh man	Faust	Frederick Schiller	A_01142	1.0	New York	G.P. Putnam's Sons	1921	g	American					4520	1921
uc2.ark+=13960=t56d5rv7r	uc2.ark+=13960=t56d5rv7r.txt		Abdication	Candler	['Edmund']					1922	hathi_fulltext						uc2.ark+=13960=t56d5rv7r	1922
3185	00003185.txt	494.0	A certain rich man	White	William Allen	A_03606		New York	Macmillan Co.	1909	g	American					3185	1909
20663	00020663.txt	283.0	People of the book	Stacton	David	A_03230		New York	Putnam	1965	k	American		c			20663	1965
2285	00002285.txt	75.0	Francezka	Seawell	Molly Elliot	A_03074		Indianapolis	Bowen-Merrill Co.	1902	g	American					2285	1902
10994	00010994.txt	64.0	The thousand deaths of Mr. Small	Kersh	Gerald	A_01897		Garden City/N.Y.	"""Doubleday, Page & Co."""	1950	k	American		c			10994	1950
mdp.39015019967101	mdp.39015019967101.txt		A number of things	Tracy	['Honor']					1960	extracted_features						mdp.39015019967101	1960
11755	00011755.txt	53.0	Sirius	Stapledon	Olaf	A_03232		London	Secker & Warburg	1944	k	British					11755	1944
uc1.b4951375	uc1.b4951375.txt		Wonderland; a novel	Oates	['Joyce', 'Carol']					1971	extracted_features						uc1.b4951375	1971
nyp.33433074812458	nyp.33433074812458.txt		The winning chance	Dejeans	['Elizabeth']					1909	hathi_fulltext						nyp.33433074812458	1909
uc1.32106005340747	uc1.32106005340747.txt		Green Henry	Keller	['Gottfried']					1890	extracted_features						uc1.32106005340747	1890
21311	00021311.txt	497.0	Ratner's star	DeLillo	Don	A_00907		New York	Alfred A. Knopf	1976	k	American	POMO	c			21311	1976
mdp.39015081150727	mdp.39015081150727.txt		A Laodicean; a story of today	Hardy	['Thomas']					1896	hathi_fulltext						mdp.39015081150727	1896
2124	00002124.txt	70.0	The pines of Lory	Mitchell	John Ames	A_02429		New York	Life Pub. Co.	1901	g	American					2124	1901
10013	00010013.txt	35.0	1492	Johnston	Mary	A_01828		Boston	"""Little, Brown, & Co."""	1923	g	American					10013	1923
njp.32101074205079	njp.32101074205079.txt		Into the jaws of death	OBrien	['Jack']					1919	hathi_fulltext						njp.32101074205079	1919
11586	00011586.txt	13.0	Mr. Perrin and Mr. Traill	Walpole	Hugh	A_03503			"""Harmondsworth, Middlesex : Penguin"""	1938	k	British					11586	1938
mdp.39015000631146	mdp.39015000631146.txt		In the middle of the fields, and other stories	Lavin	['Mary']					1967	extracted_features						mdp.39015000631146	1967
uc1.b3347172	uc1.b3347172.txt		Mist over Talla	Lindop	['Audrey', 'Erskine']					1957	extracted_features						uc1.b3347172	1957
20388	00020388.txt	214.0	Nexus	Miller	Henry	A_02407		New York	Grove Press	1959	k	American	POMO	c			20388	1959
pst.000005248087	pst.000005248087.txt		Literature for understanding	Cohen	['Benjamin', 'Bernard']					1966	extracted_features						pst.000005248087	1966
njp.32101073371880	njp.32101073371880.txt		A son of Hagar ; She's all the world to me	Caine	['Hall', 'Sir']					1900	extracted_features						njp.32101073371880	1900
20250	00020250.txt	60.0	The crime is murder	Nielsen	Helen	A_02556		New York	Morrow	1956	k	American		c			20250	1956
uc1.b3421017	uc1.b3421017.txt		My musical experiences	Walker	['Bettina']					1892	hathi_fulltext						uc1.b3421017	1892
mdp.39015061868371	mdp.39015061868371.txt		Hickory dickory dock	Christie	['Agatha']					1955	extracted_features						mdp.39015061868371	1955
11785	00011785.txt	55.0	At Mrs. Lippincote's	Taylor	Elizabeth	A_03340		London	P. Davies	1945	k	British		c			11785	1945
10361	00010361.txt	51.0	Black no more	Schuyler	George S.	A_03059		New York	Macaulay Co.	1931	k	American		c			10361	1931
10402	00010402.txt	302.0	God's little acre	Caldwell	Erskine	A_00516		New York	Modern Library	1933	k	American	REAL	c	NAT		10402	1933
mdp.39015079030196	mdp.39015079030196.txt		The workers : an experiment in reality ; the East	Wyckoff	['Walter', 'Augustus']					1897	extracted_features						mdp.39015079030196	1897
mdp.39015066052542	mdp.39015066052542.txt		Tsing-boum; a novel	Freeling	['Nicolas']					1969	extracted_features						mdp.39015066052542	1969
10342	00010342.txt	77.0	Waterless mountain	Armer	Laura Adams	A_00083		New York	Junior Literary Guild	1931	k	American					10342	1931
11672	00011672.txt	7.0	It couldn't matter less	Cheyney	Peter	A_00639		London	Collins	1941	k	British					11672	1941
11498	00011498.txt	13.0	Passport to hell	Wilkinson	Iris	A_03632	1.0	London	Hurst & Blackett	1936	k	New Zealand					11498	1936
11601	00011601.txt	71.0	Murder is easy	Christie	Agatha	A_00647			"""Leicester, Ulverscroft"""	1939	k	British	DET				11601	1939
23491	00023491.txt	519.0	South by Java Head	MacLean	Alistair	A_02192		Garden City/N.Y.	"""Doubleday, Page & Co."""	1958	k	Scottish		c			23491	1958
wu.89082402553	wu.89082402553.txt		Born again	Lawson	['Alfred', 'W', 'Alfred', 'William']					1904	hathi_fulltext						wu.89082402553	1904
20570	00020570.txt	2102.0	The rector of Justin	Auchincloss	Louis	A_00104		Boston	Houghton Mifflin Co.	1964	k	American		c		YES	20570	1964
4475	00004475.txt	213.0	Kathleen	Morley	Christopher	A_02475		Garden City/New York/London	"""Doubleday, Page & Co."""	1920	g	American					4475	1920
4728	00004728.txt	203.0	The breaking point	Rinehart	Mary Roberts	A_02912		New York	George H. Doran Co.	1922	g	American				YES	4728	1922
uc2.ark+=13960=t0sq8qg81	uc2.ark+=13960=t0sq8qg81.txt		Abbie Saunders. A story of pioneer days in Minnesota	Morton	['Mary', 'A']					1892	hathi_fulltext						uc2.ark+=13960=t0sq8qg81	1892
4174	00004174.txt	117.0	The thunders of silence	Cobb	Irvin S.	A_00673		New York	George H. Doran Co.	1918	g	American					4174	1918
uc1.b3554514	uc1.b3554514.txt		I'm a lucky guy	Gilbreth	['Frank', 'B', 'Frank', 'Bunker']					1951	extracted_features						uc1.b3554514	1951
mdp.39015009609770	mdp.39015009609770.txt		Carmen	Parker	['James', 'T']					1952	extracted_features						mdp.39015009609770	1952
mdp.39015009017743	mdp.39015009017743.txt		A covenant with death	Becker	['Stephen', 'D']					1964	extracted_features						mdp.39015009017743	1964
21382	00021382.txt	881.0	Where late the sweet birds sang	Wilhelm	Kate	A_03628		New York	Harper & Bros.	1976	k	American		c			21382	1976
4260	00004260.txt	266.0	The unwilling vestal	White	Edward Lucas	A_03596		New York	E.P. Dutton	1918	g	American					4260	1918
3447	00003447.txt	194.0	Knocking the neighbors	Ade	George	A_00021		Garden City/N.Y.	"""Doubleday, Page & Co."""	1912	g	American					3447	1912
10764	00010764.txt	190.0	Forever Amber	Winsor	Kathleen	A_03676		New York	Macmillan Co.	1944	k	American				YES	10764	1944
10211	00010211.txt	25.0	Alcatraz	Faust	Frederick Schiller	A_01142	1.0	New York	Putnam	1923	k	American					10211	1923
3782	00003782.txt	29.0	No. 13 Washington Square	Scott	Leroy	A_03069		Boston/New York	Houghton Mifflin Co.	1914	g	American					3782	1914
11208	00011208.txt	18.0	Big foot	Wallace	Edgar	A_03493		London	John Long	1927	k	British					11208	1927
3950	00003950.txt	153.0	They of the high trails	Garland	Hamlin	A_01306		New York/London	Harper & Bros.	1916	g	American	REAL	c			3950	1916
uva.x001397161	uva.x001397161.txt		Our mammy and other stories	Daingerfield	['Nettie', 'Gray']					1906	hathi_fulltext						uva.x001397161	1906
uc2.ark+=13960=t0cv4d460	uc2.ark+=13960=t0cv4d460.txt		Shackles cast	Clarendon	['Alvan', 'Elmar']					1912	hathi_fulltext						uc2.ark+=13960=t0cv4d460	1912
nyp.33433074940085	nyp.33433074940085.txt		The morning of to-day	Bone	['Florence']					1907	hathi_fulltext						nyp.33433074940085	1907
nyp.33433074878814	nyp.33433074878814.txt		When no man pursueth	Lowndes	['Marie', 'Belloc']					1909	hathi_fulltext						nyp.33433074878814	1909
10233	00010233.txt	16.0	The bandit of Hell's Bend	Burroughs	Edgar Rice	A_00493		Chicago	A.C. McClurg & Co.	1925	k	American	FANT				10233	1925
10569	00010569.txt	36.0	Marbleface	Faust	Frederick Schiller	A_01142	1.0	New York	"""Dodd, Mead & Co."""	1939	k	American					10569	1939
3870	00003870.txt	63.0	The great return	Machen	Arthur	A_02181		London	Faith Press	1915	g	Welsh					3870	1915
nyp.33433076049810	nyp.33433076049810.txt		The mystery of Hartley House	Raymond	['Clifford']					1918	hathi_fulltext						nyp.33433076049810	1918
1366	00001366.txt	107.0	Red men and white	Wister	Owen	A_03681		New York	Harper & Bros.	1896	g	American		c			1366	1896
10816	00010816.txt	53.0	Ride the pink horse	Hughes	Dorothy B.	A_01728		New York	"""Duell, Sloan & Pearce"""	1946	k	American		c			10816	1946
nnc1.1002203456	nnc1.1002203456.txt		Alfrieda. A novel	Specht	['Emma', 'E', 'H']					1890	hathi_fulltext						nnc1.1002203456	1890
21370	00021370.txt	184.0	Finally ... I'm a doctor	Shulman	Neil	A_03129		New York	Charles Scribner's Sons	1976	k	American		c			21370	1976
11405	00011405.txt	14.0	From a view to a death	Powell	Anthony	A_02792		London	Duckworth	1933	k	British					11405	1933
11933	00011933.txt	22.0	The second seal	Wheatley	Dennis	A_03585		London	Hutchinson	1950	k	British		c			11933	1950
uc1.$b299687	uc1.$b299687.txt		God got one vote	Brennan	['Frederick', 'Hazlitt']					1927	extracted_features						uc1.$b299687	1927
11112	00011112.txt	15.0	Hurricane Jack of the Vital Spark	Munro	Neil	A_02509		Edinburgh/London	Blackwood	1923	k	Scottish					11112	1923
21322	00021322.txt	878.0	Magic	Goldman	William	A_01392		New York	Delacorte Press	1976	k	American		c			21322	1976
nyp.33433082170501	nyp.33433082170501.txt		Pilgrims of the plains : a romance of the Santa Fé trail	Aplington	['Kate', 'Adele']					1913	hathi_fulltext						nyp.33433082170501	1913
mdp.39015005641728	mdp.39015005641728.txt		A calendar of sin, American melodramas	Scott	['Evelyn', 'Mrs']					1931	extracted_features						mdp.39015005641728	1931
njp.32101067190726	njp.32101067190726.txt		Saragossa; a story of Spanish valor;	Pérez	['Galdós', 'Benito']					1899	hathi_fulltext						njp.32101067190726	1899
mdp.39015014235579	mdp.39015014235579.txt		By love possessed	Cozzens	['James', 'Gould']					1957	extracted_features						mdp.39015014235579	1957
uc2.ark+=13960=t2b854k1v	uc2.ark+=13960=t2b854k1v.txt		The wanderers	Johnston	['Mary']					1917	hathi_fulltext						uc2.ark+=13960=t2b854k1v	1917
20728	00020728.txt	287.0	Trout fishing in America	Brautigan	Richard	A_00387		New York	Dell Pub. Co.	1967	k	American		c			20728	1967
nyp.33433076065204	nyp.33433076065204.txt		At opening doors	Benning	['Howe']					1899	hathi_fulltext						nyp.33433076065204	1899
10250	00010250.txt	40.0	Fifty candles	Biggers	Earl Derr	A_00282		Indianapolis	Bobbs Merrill	1926	k	American	DET	c			10250	1926
uc1.$b115005	uc1.$b115005.txt		Things to live for; notes for an autobiography	Stuart	['Francis']					1935	extracted_features						uc1.$b115005	1935
