doi	journal	year	authors	title	language	wordcount	doctype	citation_counts	S2titles	S2years	condition	matchstrength	S2journal	S2authors	new_cite_count	make_embeddings	paperId
10.2307/3713357	The Modern Language Review	1910	['Paget Toynbee']	Review Article	['eng']	1638	article | book-review	0	Francesco Petrarca: Poet and Humanist	1970-06-01	not citable	0.0			0	1	de7f291abe3b5722dd9d591e36cfaa1a817e2387
10.2307/432501	Modern Philology	1910	['Edmund K. Broadus']	Addison's Influence on the Development of Interest in Folk-Poetry in the Eighteenth Century	['eng']	4975	article | research-article	0	Addison's Influence on the Development of Interest in Folk-Poetry in the Eighteenth Century	1910	found	1.12	Modern Philology	E. K. Broadus	2	1	4c860ecd7e85da784edcfe3c5cdb434a3c46a62b
10.2307/433150	Modern Philology	1915	['Ernest H. Wilkins']	"The ""Enueg"" in Petrarch and in Shakespeare"	['eng']	636	article | research-article	0	"The ""Enueg"" in Petrarch and in Shakespeare"	1915	found	1.12	Modern Philology	E. Wilkins	0	1	390344fb99a3abff5c44bf183a9ba0b1076f4c36
10.2307/3714308	The Modern Language Review	1918	['Herbert Wright']	"The Sources of Carlyle's Lecture on ""The Hero as Divinity"""	['eng']	1700	article | research-article	0	"The Sources of Carlyle's Lecture on ""The Hero as Divinity"""	no date	found	0.91	Modern Language Review	H. Wright	0	1	4c5ebf5c96cc5b90e237e73356f0198abb146953
10.2307/432705	Modern Philology	1910	['J. J. Jusserand']	"""Piers Plowman,"" the Work of One or of Five: A Reply"	['eng']	16245	article | research-article	0	"""Piers Plowman,"" the Work of One or of Five: A Reply"	1910	found	1.12	Modern Philology	J. Jusserand	0	1	2a6b9260b5cf2221bcfa0a8a99444f2a5029a5f5
10.2307/3713301	The Modern Language Review	1911	['Paget Toynbee']	Review Article	['eng']	1489	article | book-review	0	La Vita Nuova di Dante@@@La Stessa	1911-10-01	not citable	0.0			0	1	9b5f3fcafe536b6d5d2ef679ede443a6af9fd762
10.2307/3714120	The Modern Language Review	1917	['Alfred B. Gough']	Who Was Spenser's Bon Font?	['eng']	2291	article | research-article	2	Who Was Spenser's Bon Font?	1917-04-01	already found	0.0			2	1	f8bd40046672d34fa10e7f65739d6d5b03f6319a
10.2307/3693734	Modern Philology	1911	['T. F. Crane']	Mediaeval Story-Books	['eng']	5372	article | research-article	0	Mediaeval Story-Books	1911	found	1.12	Modern Philology	T. Crane	1	1	ca120c725fa3f33d63032edd4b9eb476c74f8813
10.2307/3712620	The Modern Language Review	1915	['Grace R. Trenery']	Ballad Collections of the Eighteenth Century	['eng']	9070	article | research-article	2	Ballad Collections of the Eighteenth Century	1915-07-01	already found	0.0			2	1	2521cdc6f59111d9d46027d26d6273491dd35e6f
10.2307/3713026	The Modern Language Review	1912	['A. J. Barnouw']	"Chaucer's ""Milleres Tale"""	['eng']	1818	article | research-article	2	"Chaucer's ""Milleres Tale"""	1912-04-01	already found	0.0			2	1	8dfbee42dbcf353d729a8a15b5b5df93d695fc7e
10.2307/3714304	The Modern Language Review	1918	['John Purves']	"A Hitherto Unidentified Source of Huygens' Satire, ""T Kostelick Mal"""	['eng']	2012	article | research-article	0	"A Hitherto Unidentified Source of Huygens' Satire, ""T Kostelick Mal"""	no date	found	0.91	no journal listed	J. Purves	0	1	92da6684a33a798b447f4d96c126663e993f62a4
10.2307/3714831	The Modern Language Review	1917	['Henri Chamard']	Alfred de Vigny	['fre']	9093	article | research-article	0	Alfred de Vigny	1917-10-01	no strong match	0.0			0	1	387fa55fa050ca334bdc242dd609e4eeaf17be88
10.2307/3713414	The Modern Language Review	1911	['A. R. Skemp']	Review Article	['eng']	2564	article | book-review	0	The Anglo-Saxon Charms. Reprinted from the Journal of American Folk Lore	1911-04-01	not citable	0.0			0	1	dfbc5eb26f79597a88ac2df04467ec1c4d043ecf
10.2307/3712590	The Modern Language Review	1913	['Rupert Brooke']	"The Authorship of the Later ""Appius and Virginia"""	['eng']	8413	article | research-article	1	"The Authorship of the Later ""Appius and Virginia"""	1913-10-01	already found	0.0			1	1	e26b3e20735e026d31d7e3c55730fd07a6fe9e3a
10.2307/3714041	The Modern Language Review	1918	['John Edwin Wells']	"Fielding's ""Miscellanies"""	['eng']	778	article | research-article	0	"Fielding's ""Miscellanies"""	1918	found	1.0	Modern Language Review	J. Wells	0	1	cf12632ab8c91fb6937011eadd63a93751eb6bcd
10.2307/3713338	The Modern Language Review	1910	['Walter W. Skeat']	"Shakespeare, ""Measure for Measure,"" II, I, 39"	['eng']	724	article | research-article	0	"Shakespeare, ""Measure for Measure,"" II, I, 39"	1910	found	1.0	Modern Language Review	W. Skeat	0	1	af21d9d853bb0197255671cc5700d018c721b717
10.2307/432792	Modern Philology	1913	['J. H. Heinzelmann']	Pope in Germany in the Eighteenth Century	['eng']	21277	article | research-article	0	Pope in Germany in the Eighteenth Century	1913	found	1.12	Modern Philology	J. H. Heinzelmann	4	1	6732e0dadc1e4caef2cc188a0b1439b629a6c26b
10.2307/456780	PMLA	1912	['Raymond Thompson Hill']	The Enueg	['eng']	9384	article | research-article	0	The Enueg	no date	found	0.93	PMLA/Publications of the Modern Language Association of America	R. T. Hill	1	1	f528b2ecd4f6e829e330be3f6e5715e584083d96
10.2307/433073	Modern Philology	1918	['Albert Stanburrough Cook']	The First Two Readers of Petrarch's Tale of Griselda	['eng']	5151	article | research-article	0	The First Two Readers of Petrarch's Tale of Griselda	1918	found	1.12	Modern Philology	A. Cook	1	1	182b336acf90dd417528ad6fba3c9e10d3618d96
10.2307/3712658	The Modern Language Review	1913	['J. Derocquigny']	"E. ""Grouse,"" F. ""Greuce"""	['eng']	687	article | research-article	0	"E. ""Grouse,"" F. ""Greuce"""	no date	found	0.91	Modern Language Review	J. Derocquigny	0	1	e3ca97821ad52921a79e92278a0453f3124f9ee0
10.2307/456919	PMLA	1914	['Julius Goebel']	The Chairman's Address: The New Problems of American Scholarship	['eng']	3411	article | research-article	0	The Chairman's Address		no strong match	0.0			0	1	c15b4b4a4aef117eed947d1b053634fb192c12b7
10.2307/433176	Modern Philology	1918	['John L. Campion']	Ein Tristanfragment	['ger']	2021	article | research-article	0	Ein Tristanfragment	1918	found	1.12	Modern Philology	John L. Campion	0	1	47c29809e71b725d07c71b1e20f2ef38ce82a786
10.2307/433026	Modern Philology	1918	['Robert Grant Martin']	A New Specimen of the Revenge Play	['eng']	3719	article | research-article	0	A New Specimen of the Revenge Play	1918	found	1.12	Modern Philology	R. G. Martin	2	1	70162b47f9f7ae4056bd7b188131c7f799ef86ab
10.2307/3713155	The Modern Language Review	1917	['Allen Mawer']	Review Article	['eng']	1568	article | book-review	14	Runic and Heroic Poems of the old Teutonic Peoples	2018-10-14	not citable	0.0			14	1	48f6629e5414da6d9bc2736bb1ded7d87cad16ef
10.2307/3712653	The Modern Language Review	1913	['W. W. Greg']	Autograph Plays by Anthony Munday	['eng']	850	article | research-article	1	Autograph Plays by Anthony Munday		already found	0.0			1	1	d6e06acc2fd29ca644dd7e7dcd5172bf758b0912
10.2307/3713278	The Modern Language Review	1911	['Anna C. Paues']	The Name of the Letter 3	['eng']	6077	article | research-article	1	The Name of the Letter 3	1911-10-01	already found	0.0			1	1	d42eac4018ca8d81099e4e6aefe2016e2d6e1ba7
10.2307/3714266	The Modern Language Review	1918	['J. E. Gillet']	"A Note on the Tragic ""Admiratio"""	['eng']	2946	article | research-article	2	"A Note on the Tragic ""Admiratio"""	1918-04-01	already found	0.0			2	1	0b81a2a2027d38d7f05c7ec716bc4280988c16c3
10.2307/457020	PMLA	1917	['Elbert N. S. Thompson']	The Discourses of Sir Joshua Reynolds	['eng']	8688	article | research-article	5	The Discourses of Sir Joshua Reynolds		already found	0.0			5	1	bc1c2134831bff756075df8c761d0c139410e418
10.2307/3713643	The Modern Language Review	1914	['G. C. Moore Smith']	Review Article	['eng']	1813	article | book-review	4	Poems by Sir John Salusbury and Robert Chester	1914-10-01	not citable	0.0			4	1	4a38a7f6d76e566c6a6ff26b365dc1e81533b989
10.2307/457059	PMLA	1919	['Mathurin M. Dondo']	Vers Libre	['eng']	3485	article | research-article	6	Vers Libre		already found	0.0			6	1	355a19f987e5c38869cdf0fbfd7e6b54f54d146c
10.2307/456863	PMLA	1912	['J. P. Wickersham Crawford']	Teofilo Folengo's Moschaea and José de Villaviciosa's La Mosquea	['eng']	5857	article | research-article	0	Teofilo Folengo's Moschaea and José de Villaviciosa's La Mosquea	no date	found	1.03	PMLA/Publications of the Modern Language Association of America	J. P. Crawford	1	1	926ab654a1df6de306871849edbb47e736f43e86
10.2307/3714262	The Modern Language Review	1918	['L. E. Kastner']	Antoine de la Sale and the Doubtful Works	['eng']	11654	article | research-article	0	Antoine de la Sale and the Doubtful Works	no date	found	0.91	no journal listed	L. E. Kastner	0	1	174e1b8b72ac720faf22a353b3cf4639fefb3525
10.2307/3713387	The Modern Language Review	1911	['L. E. Kastner']	Drummond's Indebtedness to Sidney	['eng']	3153	article | research-article	0	Drummond's Indebtedness to Sidney	1911	found	1.0	Modern Language Review	L. E. Kastner	0	1	b5bfbf98f1b09b07d540772a74d7d38b5006e724
10.2307/3712781	The Modern Language Review	1916	['C. Vaughan']	Review Article	['eng']	8304	article | book-review	0	William Wordsworth: His Life, Works, and Influence	2008-01-31	not citable	0.0			0	1	5ec22fac4543b8017e7ede561b95979bfb24c9f2
10.2307/3714247	The Modern Language Review	1918	['Montague Summers']	Review Article	['eng']	3128	article | book-review	33	The Supernatural in Modern English Fiction		not citable	0.0			33	1	eb9095bd503d3abcf1aca631c07f305c192c33ee
10.2307/3713397	The Modern Language Review	1911	['John Livingston Lowes']	"""L'Allegro"" and ""The Passionate Shepheard"""	['eng']	1634	article | research-article	1	"""L'Allegro"" and ""The Passionate Shepheard"""	1911-04-01	already found	0.0			1	1	223f982fc52053484a7ddc227ea38c0951a20fdc
10.2307/3713546	The Modern Language Review	1916	['W. J. Sedgefield']	Review Article	['eng']	1968	article | book-review	0	"Russian Prosody [O ruskkom"" stpkhoslozhen!p]"	1916-07-01	not citable	0.0			0	1	97d59451998f5ad9f2c7cf8c893f70b1a04d8c24
10.2307/3712645	The Modern Language Review	1913	['F. Baldensperger', 'J. M. Carré']	La premiere histoire indienne de Chateaubriand et sa source américaine	['fre']	5599	article | research-article	0	La premiere histoire indienne de Chateaubriand et sa source americaine	no date	found	0.91	Modern Language Review	F. Baldensperger : J. Carré	0	1	26379c4fcaae19ff05229238e8caa25b9b2494a6
10.2307/3712991	The Modern Language Review	1916	['W. J. Sedgefield']	Review Article	['eng']	970	article | book-review	10	The dialect of the new forest in Hampshire (as spoken in the Village of Burley)	1916-04-01	not citable	0.0			10	1	a50f44dd459b04a7a509c4f866cd09aa38db1f72
10.2307/3712729	The Modern Language Review	1911	['Cesare Foligno']	Review Article	['ita']	2657	article | book-review	1	The Oxford Book of Italian Verse	1911-07-01	not citable	0.0			1	1	794d7cab60bf11d9036a56c3bd8b45d7e18446ab
10.2307/3712652	The Modern Language Review	1913	['Henry Bradley']	Who Was John But?	['eng']	751	article | research-article	0	Who Was John But		no strong match	0.87969696969697			0	1	504442daf0f71eaa76c8a1fa1f82680095006f3a
10.2307/456737	PMLA	1910	['Edwin A. Greenlaw']	Spenser and the Earl of Leicester	['eng']	8961	article | research-article	0	Spenser and the Earl of Leicester	no date	found	1.03	PMLA/Publications of the Modern Language Association of America	E. Greenlaw	12	1	800b628b3d435eabf8d39da24830506af8a483ed
10.2307/3713398	The Modern Language Review	1911	['Walter W. Skeat']	"Shakespeare, ""King Lear,"" IV, vi, 70-72"	['eng']	758	article | research-article	0	"Shakespeare, ""King Lear,"" IV, vi, 70-72"	1911	found	1.0	Modern Language Review	W. Skeat	0	1	3339ab8134b865c4e528ffa529dce12f0397f132
10.2307/432881	Modern Philology	1915	['E. Preston Dargan']	"Balzac and Cooper: ""Les Chouans"""	['eng']	8234	article | research-article	0	"Balzac and Cooper: ""Les Chouans"""	1915	found	1.12	Modern Philology	E. Dargan	2	1	265cc7ccd956b61ff696af153a5a080dabf9ffbd
10.2307/3713578	The Modern Language Review	1916	['Vincent McNabb']	"The Authorship of the ""Ancren Riwle"""	['eng']	2876	article | research-article	0	"The Authorship of the ""Ancren Riwle"""	no date	found	0.91	Modern Language Review	V. Mcnabb	0	1	fe457ac3d6fad1892fc5f72bacdc442477054425
10.2307/3693731	Modern Philology	1911	['Francis A. Wood']	"Iteratives, Blends, and ""Streckformen"""	['eng']	11189	article | research-article	0	"Iteratives, Blends, and ""Streckformen"""	1911	found	1.12	Modern Philology	F. A. Wood	4	1	f407a622edc031bdafb9d871d527a1de5b644252
10.2307/457065	PMLA	1916	['Henry Seidel Canby']	Congreve as a Romanticist	['eng']	7447	article | research-article	0	Congreve as a Romanticist	no date	found	1.03	Pmla-publications of The Modern Language Association of America	H. Canby	0	1	ac7d5a3e64d13cdb9796655f77310fdb54167d31
10.2307/432702	Modern Philology	1911	['Gilbert Chinard']	"Chateaubriand en Amérique: Quelques Nouvelles Sources Des ""natchez"" et du ""voyage"""	['fre']	8321	article | research-article	0	"Chateaubriand en Amérique: Quelques Nouvelles Sources Des ""natchez"" et du ""voyage"""	1911	found	1.12	Modern Philology	Gilbert Chinard	1	1	5a139197447efc36b50ad476c0f4fde61ae7f7e5
10.2307/3714300	The Modern Language Review	1918	['A. S. Ferguson']	The Plays of George Chapman	['eng']	10739	article | research-article	1	The Plays of George Chapman. II		already found	0.0			1	1	7500aeac84de6df27010f69877316d338f6ead6d
10.2307/3713680	The Modern Language Review	1912	['E. Classen']	"On the Pronunciation of ""S"" in Germanic"	['eng']	1550	article | research-article	0	"On the Pronunciation of ""S"" in Germanic"	1912	found	1.0	Modern Language Review	E. Classen	0	1	fc1d580dc65b995a129e6a94fa5ef31771ffd3b1
10.2307/3713271	The Modern Language Review	1911	['H. Darbishire']	Review Article	['eng']	2608	article | book-review	21	The literature of the Victorian era		not citable	0.0			21	1	4e678cedb572ef6badecdb9a1ecee252ab76bf1c
10.2307/432971	Modern Philology	1919	['David Harrison Stevens']	The Order of Milton's Sonnets	['eng']	3455	article | research-article	0	The Order of Milton's Sonnets	1919	found	1.12	Modern Philology	D. H. Stevens	2	1	7e7b6f504ec4bfef31e234dc5198a64144d3b0c9
10.2307/432674	Modern Philology	1910	['Samuel Lee Wolff']	"A Source of ""Euphues. The Anatomy of Wyt"""	['eng']	3895	article | research-article	0	"A Source of ""Euphues. The Anatomy of Wyt"""	1910	found	1.12	Modern Philology	S. L. Wolff	0	1	61924b3097b9c929879d195edd42c76d0649544c
10.2307/3712688	The Modern Language Review	1913	['Carrie A. Harper']	"""Locrine"" and the ""Faerie Queene"""	['eng']	1303	article | research-article	0	"""Locrine"" and the ""Faerie Queene"""	1913	found	1.0	no journal listed	C. A. Harper	0	1	42a4ed34acd1207fdc25d2a264046c235199d146
10.2307/432752	Modern Philology	1915	['T. M. Parrott']	"The Authorship of ""Two Italian Gentlemen"""	['eng']	4526	article | research-article	0	"The Authorship of ""Two Italian Gentlemen"""	1915	found	1.12	Modern Philology	T. Parrott	0	1	bf54ecc322c216e87fde1e5efbfabecc646b3ea9
10.2307/3713488	The Modern Language Review	1910	['Walter Thomas', 'T. S. Omond']	Milton's Heroic Line	['eng']	3042	article | research-article	0	Milton's Heroic Line	no date	found	0.91	Modern Language Review	Walter Thomas : T. Omond	0	1	04ba8fc6337b493e6c1fa91fbee14bd8bac189fa
10.2307/457115	PMLA	1918	['Jacob N. Beam']	Hermann Kirchner's Coriolanus	['eng']	11234	article | research-article	0	Hermann Kirchner's Coriolanus	no date	found	1.03	PMLA/Publications of the Modern Language Association of America	Jacob N. Beam	0	1	75cf226b86d9dd9750d822a76a206bc73cc17b9e
10.2307/3713195	The Modern Language Review	1912	['Grace E. Hadow']	Review Article	['eng']	987	article | book-review	0	Les soeurs Brontë	1912-10-01	not citable	0.0			0	1	e10d02344ba40419c1ae8a46d7ff98ee6dc9ec82
10.2307/3712599	The Modern Language Review	1913	['W. W. Greg']	Chaucer Attributions in MS. R. 3. 19, in the Library of Trinity College, Cambridge	['eng']	872	article | research-article	1	Chaucer Attributions in MS. R. 3. 19, in the Library of Trinity College, Cambridge	1913-10-01	already found	0.0			1	1	0a71515865934d9a630bf0c394d8525b019b7f19
10.2307/456946	PMLA	1915	['H. Carrington Lancaster']	Gaillard's Criticism of Corneille, Rotrou, Du Ryer, Marie de Gournay, and Other Writers	['eng']	2545	article | research-article	0	Gaillard's Criticism of Corneille, Rotrou, Du Ryer, Marie de Gournay, and Other Writers	no date	found	1.03	PMLA/Publications of the Modern Language Association of America	H. C. Lancaster	2	1	f05044c6c7b7a2f3a7cdb2f4e80b84c2ac698434
10.2307/3712807	The Modern Language Review	1910	['W. Wright Roberts']	Chateaubriand and Milton	['eng']	9426	article | research-article	0	Chateaubriand and Milton	1910	found	1.0	no journal listed	W. W. Roberts	0	1	0c908a3a85ef6b3a275d37025dd71ef95243b3c7
10.2307/432921	Modern Philology	1916	['James L. Barker']	End Consonants and Breath-Control in French and English	['eng']	3349	article | research-article	0	End Consonants and Breath-Control in French and English	1916	found	1.12	Modern Philology	J. L. Barker	0	1	0ebe6c8ff3c028e742da59fa7f30f63c421875cd
10.2307/3713123	The Modern Language Review	1913	['G. C. Macaulay']	Review Article	['eng']	3798	article | book-review	10	The Complete Works of George Savile: First Marquess of Halifax	1970-06-01	not citable	0.0			10	1	a730896cb68178bd19b01c5bf428eb5699289be0
10.2307/432646	Modern Philology	1912	['Henry Raymond Brush']	La Bataille de Trente Anglois et de Trente Bretons	['eng']	14130	article | research-article	0	La Bataille de Trente Anglois et de Trente Bretons	1912	found	1.12	Modern Philology	H. R. Brush	1	1	6f8e43df377edd6f67baf3acd74684cfc84f8c3f
10.2307/432644	Modern Philology	1912	['F. M. Warren']	"The Troubadour ""Canso"" and Latin Lyric Poetry"	['eng']	8176	article | research-article	0	"The Troubadour ""Canso"" and Latin Lyric Poetry"	1912	found	1.12	Modern Philology	F. Warren	2	1	a56dea2704459e5509e4f7823fa2195429b7a12b
